NDC,Medication_Name,Strength,Form,Route,DEA_Class,Simple_Generic_1,Pharm_Class_1,Thera_Class_1
228298211,OXYCODONE-ACETAMINOPHEN 7.5 MG-325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
228298311,OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TABLET,10-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
228309011,"MORPHINE ER 30 MG CAPSULE,EXTENDED RELEASE 24 HR MULTIPHASE",30 MG,"Cap, ER Multiphase 24 hr",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228309111,"MORPHINE ER 60 MG CAPSULE,EXTENDED RELEASE 24 HR MULTIPHASE",60 MG,"Cap, ER Multiphase 24 hr",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228309211,"MORPHINE ER 90 MG CAPSULE,EXTENDED RELEASE 24 HR MULTIPHASE",90 MG,"Cap, ER Multiphase 24 hr",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228309311,"MORPHINE ER 120 MG CAPSULE,EXTENDED RELEASE 24 HR MULTIPHASE",120 MG,"Cap, ER Multiphase 24 hr",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228311611,"MORPHINE ER 45 MG CAPSULE,EXTENDED RELEASE 24 HR MULTIPHASE",45 mg,"Cap, ER Multiphase 24 hr",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228311711,"MORPHINE ER 75 MG CAPSULE,EXTENDED RELEASE 24 HR MULTIPHASE",75 mg,"Cap, ER Multiphase 24 hr",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228322706,"OXYMORPHONE ER 5 MG TABLET,EXTENDED RELEASE,12 HR",5 mg,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
228322711,"OXYMORPHONE ER 5 MG TABLET,EXTENDED RELEASE,12 HR",5 mg,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
228322806,"OXYMORPHONE ER 10 MG TABLET,EXTENDED RELEASE,12 HR",10 mg,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
228322811,"OXYMORPHONE ER 10 MG TABLET,EXTENDED RELEASE,12 HR",10 mg,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
228322906,"OXYMORPHONE ER 20 MG TABLET,EXTENDED RELEASE,12 HR",20 mg,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
228322911,"OXYMORPHONE ER 20 MG TABLET,EXTENDED RELEASE,12 HR",20 mg,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
228323006,"OXYMORPHONE ER 40 MG TABLET,EXTENDED RELEASE,12 HR",40 mg,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
228323011,"OXYMORPHONE ER 40 MG TABLET,EXTENDED RELEASE,12 HR",40 mg,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
228326106,"OXYMORPHONE ER 7.5 MG TABLET,EXTENDED RELEASE,12 HR",7.5 MG,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
228326111,"OXYMORPHONE ER 7.5 MG TABLET,EXTENDED RELEASE,12 HR",7.5 MG,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
228326206,"OXYMORPHONE ER 15 MG TABLET,EXTENDED RELEASE,12 HR",15 MG,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
228326211,"OXYMORPHONE ER 15 MG TABLET,EXTENDED RELEASE,12 HR",15 MG,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
228326306,"OXYMORPHONE ER 30 MG TABLET,EXTENDED RELEASE,12 HR",30 mg,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
228326311,"OXYMORPHONE ER 30 MG TABLET,EXTENDED RELEASE,12 HR",30 mg,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
228350106,"MORPHINE ER 10 MG CAPSULE,EXTENDED RELEASE PELLETS",10 mg,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228350111,"MORPHINE ER 10 MG CAPSULE,EXTENDED RELEASE PELLETS",10 mg,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228350206,"MORPHINE ER 20 MG CAPSULE,EXTENDED RELEASE PELLETS",20 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228350211,"MORPHINE ER 20 MG CAPSULE,EXTENDED RELEASE PELLETS",20 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228350306,"MORPHINE ER 30 MG CAPSULE,EXTENDED RELEASE PELLETS",30 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228350311,"MORPHINE ER 30 MG CAPSULE,EXTENDED RELEASE PELLETS",30 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228350406,"MORPHINE ER 50 MG CAPSULE,EXTENDED RELEASE PELLETS",50 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228350411,"MORPHINE ER 50 MG CAPSULE,EXTENDED RELEASE PELLETS",50 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228350506,"MORPHINE ER 60 MG CAPSULE,EXTENDED RELEASE PELLETS",60 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228350511,"MORPHINE ER 60 MG CAPSULE,EXTENDED RELEASE PELLETS",60 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228350606,"MORPHINE ER 80 MG CAPSULE,EXTENDED RELEASE PELLETS",80 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228350611,"MORPHINE ER 80 MG CAPSULE,EXTENDED RELEASE PELLETS",80 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228350706,"MORPHINE ER 100 MG CAPSULE,EXTENDED RELEASE PELLETS",100 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228350711,"MORPHINE ER 100 MG CAPSULE,EXTENDED RELEASE PELLETS",100 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228402911,IBUPROFEN-OXYCODONE 400 MG-5 MG TABLET,400-5 mg,Tablet,Oral,C-II,ibuprofen/oxycodone HCl,OPIOID ANALGESIC AND NSAID COMBINATION,ANALGESICS
228427011,"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",15 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228427111,"MORPHINE ER 30 MG TABLET,EXTENDED RELEASE",30 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228431111,"MORPHINE ER 60 MG TABLET,EXTENDED RELEASE",60 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228432311,"MORPHINE ER 100 MG TABLET,EXTENDED RELEASE",100 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
228434711,"MORPHINE ER 200 MG TABLET,EXTENDED RELEASE",200 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
245042005,FENTANYL 25 MCG/HR TRANSDERM PATCH,25 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
245042105,FENTANYL 50 MCG/HR TRANSDERM PATCH,50 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
245042205,FENTANYL 75 MCG/HR TRANSDERM PATCH,75 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
245042305,FENTANYL 100 MCG/HR TRANSDERM PATCH,100 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
378265801,"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",15 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
378265901,"MORPHINE ER 30 MG TABLET,EXTENDED RELEASE",30 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
378266001,"MORPHINE ER 60 MG TABLET,EXTENDED RELEASE",60 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
378266101,"MORPHINE ER 100 MG TABLET,EXTENDED RELEASE",100 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
378266201,"MORPHINE ER 200 MG TABLET,EXTENDED RELEASE",200 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
378415101,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
378415105,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
378415293,"TRAMADOL ER 100 MG TABLET,EXTENDED RELEASE 24 HR",100 MG,Tablet ER 24 hr,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
378415393,"TRAMADOL ER 200 MG TABLET,EXTENDED RELEASE 24 HR",200 MG,Tablet ER 24 hr,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
378415493,"TRAMADOL ER 300 MG TABLET,EXTENDED RELEASE 24 HR",300 MG,Tablet ER 24 hr,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
378611201,OXYCODONE 5 MG TABLET,5 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
378611301,OXYCODONE 15 MG TABLET,15 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
378611401,OXYCODONE 30 MG TABLET,30 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
378611701,OXYCODONE-ASPIRIN 4.8355 MG-325 MG TABLET,4.8355-325 mg,Tablet,Oral,C-II,oxycodone HCl/aspirin,OPIOID ANALGESIC AND SALICYLATE ANALGESIC COMB,ANALGESICS
378710301,OXYCODONE-ACETAMINOPHEN 2.5 MG-325 MG TABLET,2.5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
378710401,OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TABLET,5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
378710501,OXYCODONE-ACETAMINOPHEN 7.5 MG-325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
378710601,OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TABLET,10-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
378808801,TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET,37.5-325 mg,Tablet,Oral,C-IV,tramadol HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
378808805,TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET,37.5-325 mg,Tablet,Oral,C-IV,tramadol HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
378911916,FENTANYL 12 MCG/HR TRANSDERM PATCH,12 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
378911998,FENTANYL 12 MCG/HR TRANSDERM PATCH,12 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
378912116,FENTANYL 25 MCG/HR TRANSDERM PATCH,25 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
378912198,FENTANYL 25 MCG/HR TRANSDERM PATCH,25 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
378912216,FENTANYL 50 MCG/HR TRANSDERM PATCH,50 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
378912298,FENTANYL 50 MCG/HR TRANSDERM PATCH,50 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
378912316,FENTANYL 75 MCG/HR TRANSDERM PATCH,75 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
378912398,FENTANYL 75 MCG/HR TRANSDERM PATCH,75 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
378912416,FENTANYL 100 MCG/HR TRANSDERM PATCH,100 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
378912498,FENTANYL 100 MCG/HR TRANSDERM PATCH,100 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
378912598,FENTANYL 37.5 MCG/HOUR TRANSDERMAL PATCH,37.5 mcg/hour,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
378912698,FENTANYL 62.5 MCG/HOUR TRANSDERMAL PATCH,62.5 mcg/hour,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
378912798,FENTANYL 87.5 MCG/HOUR TRANSDERMAL PATCH,87.5 mcg/hour,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
378963943,BUTORPHANOL TARTRATE 10 MG/ML NASAL SPRAY,10 mg/mL,"Spray, Non-Aerosol",Nasal,C-IV,butorphanol tartrate,OPIOID ANALGESICS,ANALGESICS
406012301,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406012305,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406012310,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406012323,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406012362,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406012401,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406012405,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406012410,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406012462,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406012501,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406012505,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406012510,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406012562,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406035701,HYDROCODONE 5 MG-ACETAMINOPHEN 500 MG TABLET,5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406035705,HYDROCODONE 5 MG-ACETAMINOPHEN 500 MG TABLET,5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406035709,HYDROCODONE 5 MG-ACETAMINOPHEN 500 MG TABLET,5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406035762,HYDROCODONE 5 MG-ACETAMINOPHEN 500 MG TABLET,5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406035801,HYDROCODONE 7.5 MG-ACETAMINOPHEN 500 MG TABLET,7.5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406035805,HYDROCODONE 7.5 MG-ACETAMINOPHEN 500 MG TABLET,7.5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406035862,HYDROCODONE 7.5 MG-ACETAMINOPHEN 500 MG TABLET,7.5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406035901,HYDROCODONE 7.5 MG-ACETAMINOPHEN 650 MG TABLET,7.5-650 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406035905,HYDROCODONE 7.5 MG-ACETAMINOPHEN 650 MG TABLET,7.5-650 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036001,HYDROCODONE 7.5 MG-ACETAMINOPHEN 750 MG TABLET,7.5-750 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036005,HYDROCODONE 7.5 MG-ACETAMINOPHEN 750 MG TABLET,7.5-750 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036101,HYDROCODONE 10 MG-ACETAMINOPHEN 650 MG TABLET,10-650 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036105,HYDROCODONE 10 MG-ACETAMINOPHEN 650 MG TABLET,10-650 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036162,HYDROCODONE 10 MG-ACETAMINOPHEN 650 MG TABLET,10-650 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036201,HYDROCODONE 10 MG-ACETAMINOPHEN 660 MG TABLET,10-660 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036301,HYDROCODONE 10 MG-ACETAMINOPHEN 500 MG TABLET,10-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036305,HYDROCODONE 10 MG-ACETAMINOPHEN 500 MG TABLET,10-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036362,HYDROCODONE 10 MG-ACETAMINOPHEN 500 MG TABLET,10-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036401,HYDROCODONE 10 MG-ACETAMINOPHEN 750 MG TABLET,10-750 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036501,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036505,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036523,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036562,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036601,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036605,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036662,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036701,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036705,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036723,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406036762,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406037516,HYDROCODONE 7.5 MG-ACETAMINOPHEN 500 MG/15 ML ORAL SOLUTION,7.5-500 mg/15 mL,Solution,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406037601,HYDROCODONE 5 MG-ACETAMINOPHEN 300 MG TABLET,5-300 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406037605,HYDROCODONE 5 MG-ACETAMINOPHEN 300 MG TABLET,5-300 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406037705,HYDROCODONE 7.5 MG-ACETAMINOPHEN 300 MG TABLET,7.5-300 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406037805,HYDROCODONE 10 MG-ACETAMINOPHEN 300 MG TABLET,10-300 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406048301,ACETAMINOPHEN 300 MG-CODEINE 15 MG TABLET,300-15 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406048401,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406048403,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406048410,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406048423,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406048462,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
406048501,ACETAMINOPHEN 300 MG-CODEINE 60 MG TABLET,300-60 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
